Age (bin),Age-Groups,Customer ID,Customer Profile,Purchase Class,Purchase Frequency (bin),Spending Score (bin),Age,Annual Income,Annual Income Rounded,Column Legend,High Value Count,Purchase Freq Rounded,Purchase Frequency,Row Legend,Spending Efficiency,Spending Score,Total_Value,Transaction Amount
20,18-29,3568,Standard,Fanatic,28,0,24,53041.2221,53041.22,2,0,29,29,2,8.67E-05,4.6,2839.68,97.92
20,18-29,3568,Potential,Regular,16,10,22,77413.3445,77413.34,,0,16,16,,0.000238977,18.5,1776.16,111.01
30,30-49,3568,Standard,Regular,18,0,35,59778.7864,59778.79,2,0,18,18,2,9.54E-05,5.7,1892.52,105.14
50,50-64,3568,Platinum,Occasional,0,90,56,70180.0864,70180.09,,1,1,1,,0.001355085,95.1,101.84,101.84
30,30-49,3569,Standard,Occasional,2,70,38,49139.2969,49139.3,2,0,2,2,2,0.001577149,77.5,220.58,110.29
40,30-49,3572,Standard,Fanatic,24,20,49,50362.8531,50362.85,2,0,25,25,2,0.000563908,28.4,2665.75,106.63
40,30-49,3573,Standard,Fanatic,20,10,41,52882.7424,52882.74,2,0,21,21,2,0.000302556,16,1973.58,93.98
30,30-49,3575,Standard,Fanatic,28,50,31,33013.6738,33013.67,2,0,28,28,2,0.001796225,59.3,3235.68,115.56
30,30-49,3575,Standard,Occasional,4,40,34,38983.3836,38983.38,2,0,4,4,2,0.001090208,42.5,408.28,102.07
40,30-49,3575,Standard,Occasional,6,70,40,42349.2931,42349.29,2,0,6,6,2,0.00177807,75.3,717.12,119.52
20,18-29,3576,Standard,Regular,12,50,29,43271.8621,43271.86,2,0,13,13,2,0.00116704,50.5,1392.43,107.11
20,18-29,3577,Standard,Occasional,8,50,24,54089.5027,54089.5,2,0,8,8,2,0.001105575,59.8,805.76,100.72
40,30-49,3577,Standard,Fanatic,24,20,42,50878.7237,50878.72,2,0,24,24,2,0.000414712,21.1,2777.52,115.73
20,18-29,3580,Standard,Occasional,4,40,20,29335.2572,29335.26,2,0,4,4,2,0.001670345,49,407.6,101.9
40,30-49,3580,Standard,Fanatic,20,10,43,57717.2666,57717.27,2,0,20,20,2,0.000239097,13.8,2237.8,111.89
40,30-49,3580,Standard,Occasional,6,0,44,46299.8429,46299.84,2,0,7,7,2,4.54E-05,2.1,647.78,92.54
20,18-29,3581,Standard,Fanatic,22,60,23,43596.8918,43596.89,2,0,23,23,2,0.001573507,68.6,2834.29,123.23
30,30-49,3581,Standard,Fanatic,22,50,33,47897.581,47897.58,2,0,23,23,2,0.001164986,55.8,1543.07,67.09
30,30-49,3581,Standard,Regular,18,20,30,33714.936,33714.94,2,0,18,18,2,0.000774138,26.1,1985.04,110.28
40,30-49,3581,Standard,Regular,16,40,40,56574.6442,56574.64,2,0,16,16,2,0.000811318,45.9,1528.16,95.51
30,30-49,3582,Potential,Regular,14,30,34,73548.0055,73548.01,,0,14,14,,0.000518029,38.1,1436.26,102.59
20,18-29,3586,Standard,Fanatic,24,40,26,61128.3498,61128.35,2,0,24,24,2,0.000672356,41.1,3072.96,128.04
20,18-29,3587,Standard,Regular,16,30,29,45153.2834,45153.28,2,0,17,17,2,0.000806143,36.4,1628.77,95.81
30,30-49,3587,Standard,Occasional,0,20,38,42132.7185,42132.72,2,0,0,0,2,0.000519786,21.9,0,143.06
30,30-49,3587,Standard,Regular,16,70,38,43169.8375,43169.84,2,0,17,17,2,0.00177902,76.8,1701.02,100.06
30,30-49,3588,Standard,Regular,14,20,39,51720.6518,51720.65,2,0,14,14,2,0.00054137,28,1197.56,85.54
30,30-49,3590,Standard,Fanatic,24,60,35,72044.7488,72044.75,2,0,24,24,2,0.000888337,64,1742.4,72.6
30,30-49,3590,Impulsive,Regular,14,90,34,29894.4119,29894.41,,0,14,14,,0.003258134,97.4,1391.74,99.41
40,30-49,3590,Standard,Regular,10,70,48,33756.0585,33756.06,2,0,11,11,2,0.002079627,70.2,1114.74,101.34
30,30-49,3591,Impulsive,Fanatic,26,80,34,64224.5197,64224.52,,0,27,27,,0.001334381,85.7,2859.3,105.9
40,30-49,3591,Standard,Regular,16,60,43,29163.6094,29163.61,2,0,17,17,2,0.002393394,69.8,2015.69,118.57
30,30-49,3592,Potential,Occasional,8,30,33,73234.5906,73234.59,,0,8,8,,0.000435587,31.9,838.88,104.86
20,18-29,3593,Standard,Fanatic,24,0,29,52830.4964,52830.5,2,0,24,24,2,0.000155213,8.2,2634,109.75
30,30-49,3593,Standard,Fanatic,26,0,34,46908.6028,46908.6,2,0,26,26,2,4.05E-05,1.9,2134.6,82.1
30,30-49,3593,Standard,Regular,18,40,34,57995.3532,57995.35,2,0,19,19,2,0.000706953,41,1853.83,97.57
10,18-29,3594,Standard,Occasional,2,70,19,39828.7168,39828.72,2,0,3,3,2,0.001923235,76.6,274.59,91.53
30,30-49,3594,Standard,Regular,10,70,37,40649.8009,40649.8,2,0,11,11,2,0.001852408,75.3,1314.72,119.52
20,18-29,3597,Impulsive,Fanatic,20,90,26,58634.2772,58634.28,,0,20,20,,0.001676494,98.3,2178.8,108.94
40,30-49,3597,Standard,Fanatic,20,30,43,28104.7958,28104.8,2,0,20,20,2,0.001288036,36.2,1921.2,96.06
40,30-49,3597,Standard,Occasional,2,10,42,58198.7817,58198.78,2,0,3,3,2,0.000189007,11,315.3,105.1
50,50-64,3597,Standard,Occasional,2,30,52,46838.363,46838.36,2,0,2,2,2,0.000821976,38.5,167.18,83.59
30,30-49,3598,Impulsive,Regular,16,80,37,49733.2061,49733.21,,0,16,16,,0.001705098,84.8,2104.32,131.52
20,18-29,3599,Impulsive,Regular,12,90,25,33916.4329,33916.43,,0,12,12,,0.002904197,98.5,1323.48,110.29
30,30-49,3599,Standard,Occasional,4,60,31,44787.1199,44787.12,2,0,4,4,2,0.001402189,62.8,434.6,108.65
20,18-29,3600,Impulsive,Fanatic,28,90,28,37080.7837,37080.78,,0,29,29,,0.002443314,90.6,2985.84,102.96
40,30-49,3600,Standard,Occasional,8,60,40,51212.1978,51212.2,2,0,9,9,2,0.00118917,60.9,1015.74,112.86
30,30-49,3601,Impulsive,Regular,12,90,31,62299.5738,62299.57,,0,13,13,,0.001582675,98.6,1292.33,99.41
30,30-49,3603,Impulsive,Regular,10,90,36,61500.6692,61500.67,,0,11,11,,0.001546325,95.1,1120.24,101.84
30,30-49,3603,Impulsive,Regular,12,80,36,58296.6672,58296.67,,0,12,12,,0.001384299,80.7,1441.2,120.1
30,30-49,3604,Standard,Fanatic,26,0,35,65227.5293,65227.53,2,0,27,27,2,6.75E-05,4.4,2369.79,87.77
30,30-49,3604,Standard,Fanatic,28,50,30,37478.5718,37478.57,2,0,29,29,2,0.00150486,56.4,2603.33,89.77
40,30-49,3606,Standard,Fanatic,28,20,43,51338.1385,51338.14,2,0,29,29,2,0.000492811,25.3,2596.95,89.55
40,30-49,3606,Standard,Occasional,4,10,49,37850.8858,37850.89,2,0,5,5,2,0.000303824,11.5,466.5,93.3
40,30-49,3606,Standard,Regular,18,50,49,28596.79,28596.79,2,0,19,19,2,0.002049181,58.6,1898.86,99.94
20,18-29,3607,Standard,Regular,18,60,24,30407.108,30407.11,2,0,18,18,2,0.002206721,67.1,2466.54,137.03
40,30-49,3607,Standard,Fanatic,22,40,40,50623.4424,50623.44,2,0,22,22,2,0.000831631,42.1,2322.32,105.56
20,18-29,3610,Standard,Fanatic,26,50,26,57356.6564,57356.66,2,0,26,26,2,0.001011217,58,1916.2,73.7
40,30-49,3610,Platinum,Regular,14,70,49,80274.7236,80274.72,,1,15,15,,0.000944257,75.8,1514.85,100.99
50,50-64,3611,Platinum,Fanatic,20,80,57,79689.7091,79689.71,,1,20,20,,0.001056598,84.2,2042.4,102.12
20,18-29,3612,Standard,Regular,18,60,21,51365.6596,51365.66,2,0,18,18,2,0.0012265,63,2117.16,117.62
30,30-49,3617,Standard,Regular,14,20,34,56876.2729,56876.27,2,0,14,14,2,0.00051867,29.5,1455.3,103.95
10,18-29,3618,Standard,Fanatic,20,30,18,64412.3626,64412.36,2,0,20,20,2,0.000471959,30.4,2415.2,120.76
30,30-49,3618,Standard,Occasional,0,0,35,51597.0933,51597.09,2,0,1,1,2,4.26E-05,2.2,110.44,110.44
30,30-49,3620,Platinum,Fanatic,20,90,30,72193.357,72193.36,,1,20,20,,0.001367162,98.7,2110.2,105.51
30,30-49,3623,Standard,Occasional,4,60,37,25177.6894,25177.69,2,0,5,5,2,0.002486328,62.6,528.55,105.71
30,30-49,3624,Standard,Regular,10,50,35,42982.1034,42982.1,2,0,10,10,2,0.001237724,53.2,1218.6,121.86
30,30-49,3624,Standard,Regular,10,50,35,42982.1034,42982.1,2,0,10,10,2,0.001237724,53.2,1218.6,121.86
30,30-49,3625,Standard,Regular,16,70,39,41217.7509,41217.75,2,0,17,17,2,0.001877832,77.4,1855.72,109.16
30,30-49,3627,Standard,Occasional,2,30,30,29960.6812,29960.68,2,0,2,2,2,0.001198237,35.9,191.3,95.65
40,30-49,3630,Standard,Occasional,6,70,42,41914.884,41914.88,2,0,6,6,2,0.001896701,79.5,601.14,100.19
40,30-49,3632,Standard,Occasional,4,40,45,53450.0158,53450.02,2,0,4,4,2,0.000797006,42.6,351.64,87.91
30,30-49,3634,Standard,Fanatic,24,20,37,41885.4299,41885.43,2,0,24,24,2,0.000549117,23,2619.36,109.14
40,30-49,3634,Standard,Regular,10,0,43,56838.842,56838.84,2,0,10,10,2,6.69E-05,3.8,990.3,99.03
40,30-49,3635,Standard,Fanatic,24,0,40,23072.1046,23072.1,2,0,24,24,2,0.000160367,3.7,2532.72,105.53
30,30-49,3637,Impulsive,Fanatic,28,80,37,50024.343,50024.34,,0,28,28,,0.001781133,89.1,2811.2,100.4
30,30-49,3639,Impulsive,Fanatic,24,80,30,53266.878,53266.88,,0,24,24,,0.001526277,81.3,2637.12,109.88
30,30-49,3639,Standard,Fanatic,24,20,35,63037.3534,63037.35,2,0,25,25,2,0.000322031,20.3,1427,57.08
30,30-49,3642,Standard,Fanatic,24,20,37,45838.5694,45838.57,2,0,24,24,2,0.000532303,24.4,2576.16,107.34
40,30-49,3642,Standard,Fanatic,28,60,41,33585.372,33585.37,2,0,28,28,2,0.001920479,64.5,1977.36,70.62
30,30-49,3643,Standard,Regular,16,30,34,67950.4217,67950.42,2,0,16,16,2,0.000476818,32.4,1752.32,109.52
30,30-49,3644,Impulsive,Fanatic,24,90,34,64905.0476,64905.05,,0,25,25,,0.001482165,96.2,2194,87.76
30,30-49,3645,Standard,Fanatic,26,40,38,31201.7514,31201.75,2,0,27,27,2,0.001314029,41,2634.39,97.57
40,30-49,3645,Standard,Occasional,6,40,43,52387.4285,52387.43,2,0,6,6,2,0.000921977,48.3,655.74,109.29
50,50-64,3645,Standard,Occasional,2,60,56,33745.8392,33745.84,2,0,3,3,2,0.001970613,66.5,281.01,93.67
30,30-49,3646,Standard,Occasional,6,50,37,39192.9991,39193,2,0,6,6,2,0.001449238,56.8,437.88,72.98
50,50-64,3646,Impulsive,Regular,16,90,55,44361.6182,44361.62,,0,17,17,,0.002100915,93.2,1428.17,84.01
40,30-49,3648,Standard,Fanatic,26,70,43,55638.9764,55638.98,2,0,27,27,2,0.001410881,78.5,3251.61,120.43
20,18-29,3649,Standard,Regular,14,40,28,39477.2643,39477.26,2,0,15,15,2,0.001089235,43,1905.75,127.05
40,30-49,3649,Standard,Fanatic,22,10,44,55406.6971,55406.7,2,0,22,22,2,0.000236434,13.1,2281.4,103.7
30,30-49,3650,Impulsive,Fanatic,20,90,38,41851.0714,41851.07,,0,20,20,,0.002253228,94.3,1958.2,97.91
20,18-29,3651,Standard,Regular,12,40,28,74939.9932,74939.99,2,0,13,13,2,0.000632506,47.4,1157.91,89.07
20,18-29,3653,Standard,Occasional,8,60,27,38467.594,38467.59,2,0,8,8,2,0.001601348,61.6,735.12,91.89
40,30-49,3653,Impulsive,Fanatic,20,90,45,24812.0759,24812.08,,0,20,20,,0.003800569,94.3,1958.2,97.91
40,30-49,3653,Platinum,Occasional,2,90,47,71067.9054,71067.91,,1,2,2,,0.00128328,91.2,220.2,110.1
20,18-29,3654,Impulsive,Regular,12,90,20,47669.8393,47669.84,,0,12,12,,0.001953017,93.1,1469.88,122.49
40,30-49,3654,Impulsive,Regular,12,80,43,64491.1568,64491.16,,0,13,13,,0.001302504,84,1137.89,87.53
20,18-29,3655,Standard,Regular,10,30,26,42854.2039,42854.2,2,0,11,11,2,0.000739717,31.7,1248.83,113.53
20,18-29,3657,Impulsive,Regular,10,80,22,20715.4401,20715.44,,0,11,11,,0.003987364,82.6,1176.56,106.96
30,30-49,3657,Standard,Regular,14,40,30,55364.534,55364.53,2,0,14,14,2,0.000756802,41.9,1621.9,115.85
30,30-49,3658,Standard,Occasional,0,40,34,78874.3369,78874.34,2,0,1,1,2,0.000537564,42.4,97.38,97.38
40,30-49,3658,Standard,Fanatic,24,10,47,57966.1925,57966.19,2,0,25,25,2,0.000174239,10.1,2328.25,93.13
20,18-29,3659,Potential,Fanatic,20,0,28,72171.4223,72171.42,,0,20,20,,0.000113618,8.2,2195,109.75
30,30-49,3659,Standard,Occasional,4,30,38,56224.0387,56224.04,2,0,5,5,2,0.000663417,37.3,500.85,100.17
30,30-49,3659,Potential,Regular,10,10,33,73668.3297,73668.33,,0,10,10,,0.000137101,10.1,931.3,93.13
30,30-49,3660,Standard,Fanatic,28,30,34,41947.0558,41947.06,2,0,28,28,2,0.000803394,33.7,2875.88,102.71
20,18-29,3661,Standard,Occasional,4,70,23,60058.6795,60058.68,2,0,4,4,2,0.001167192,70.1,396.64,99.16
20,18-29,3663,Standard,Fanatic,24,60,23,66375.368,66375.37,2,0,24,24,2,0.001041049,69.1,2725.44,113.56
20,18-29,3665,Standard,Occasional,4,70,20,32375.5315,32375.53,2,0,5,5,2,0.002214635,71.7,543.2,108.64
30,30-49,3665,Standard,Regular,18,60,33,49380.5921,49380.59,2,0,19,19,2,0.001379084,68.1,1645.02,86.58
40,30-49,3665,Standard,Occasional,0,30,45,38871.6467,38871.65,2,0,0,0,2,0.000771771,30,0,100.2
30,30-49,3666,Standard,Occasional,6,40,30,53437.3098,53437.31,2,0,7,7,2,0.000845851,45.2,877.87,125.41
30,30-49,3667,Impulsive,Regular,10,80,34,47087.6834,47087.68,,0,11,11,,0.001860359,87.6,1200.54,109.14
40,30-49,3667,Potential,Regular,18,20,48,70542.6521,70542.65,,0,19,19,,0.000408264,28.8,1641.6,86.4
30,30-49,3668,Standard,Fanatic,22,10,35,43148.1368,43148.14,2,0,22,22,2,0.000377768,16.3,2211.22,100.51
30,30-49,3669,Standard,Regular,14,20,33,48786.1098,48786.11,2,0,15,15,2,0.000541138,26.4,1725.9,115.06
10,18-29,3670,Standard,Occasional,2,20,19,42511.6805,42511.68,2,0,3,3,2,0.000503391,21.4,336.57,112.19
10,18-29,3670,Standard,Occasional,2,20,19,42511.6805,42511.68,2,0,3,3,2,0.000503391,21.4,336.57,112.19
30,30-49,3670,Standard,Regular,12,70,34,51793.7801,51793.78,2,0,13,13,2,0.001388198,71.9,1480.57,113.89
50,50-64,3670,Standard,Occasional,8,40,51,54540.0378,54540.04,2,0,8,8,2,0.000852585,46.5,807.36,100.92
20,18-29,3671,Standard,Fanatic,22,30,23,26732.9517,26732.95,2,0,22,22,2,0.001253135,33.5,2338.16,106.28
30,30-49,3672,Standard,Regular,10,70,34,50178.3337,50178.33,2,0,10,10,2,0.001518584,76.2,947.2,94.72
50,50-64,3672,Impulsive,Occasional,2,90,53,57448.348,57448.35,,0,3,3,,0.001611883,92.6,241.95,80.65
40,30-49,3674,Impulsive,Occasional,4,80,45,22784.1427,22784.14,,0,5,5,,0.003546326,80.8,635.15,127.03
20,18-29,3679,Impulsive,Regular,12,90,24,38704.3867,38704.39,,0,12,12,,0.002542347,98.4,1508.52,125.71
40,30-49,3679,Impulsive,Regular,18,80,45,31192.5989,31192.6,,0,19,19,,0.002689741,83.9,1870.55,98.45
20,18-29,3681,Standard,Regular,18,30,28,59001.1306,59001.13,2,0,18,18,2,0.000676258,39.9,1807.56,100.42
30,30-49,3681,Impulsive,Fanatic,22,90,30,31542.9164,31542.92,,0,22,22,,0.003148092,99.3,2244.88,102.04
30,30-49,3681,Standard,Fanatic,24,50,35,59384.9361,59384.94,2,0,24,24,2,0.000902586,53.6,2505.6,104.4
60,50-64,3681,Standard,Fanatic,22,10,62,40752.606,40752.61,2,0,22,22,2,0.000436782,17.8,2740.76,124.58
20,18-29,3682,Standard,Fanatic,20,0,23,59896.3092,59896.31,2,0,20,20,2,0.000130225,7.8,1089.6,54.48
30,30-49,3685,Standard,Occasional,4,60,34,50260.944,50260.94,2,0,5,5,2,0.001249479,62.8,543.25,108.65
30,30-49,3685,Standard,Regular,10,0,36,57080.0757,57080.08,2,0,10,10,2,9.99E-05,5.7,1051.4,105.14
20,18-29,3686,Standard,Occasional,4,10,26,25855.4659,25855.47,2,0,4,4,2,0.000700045,18.1,528.84,132.21
30,30-49,3686,Impulsive,Occasional,2,90,30,50072.4555,50072.46,,0,2,2,,0.001929204,96.6,233.42,116.71
40,30-49,3686,Standard,Fanatic,28,10,49,19981.8527,19981.85,2,0,29,29,2,0.000885804,17.7,2907.54,100.26
20,18-29,3687,Standard,Fanatic,24,30,23,26452.0955,26452.1,2,0,25,25,2,0.001247538,33,2341.75,93.67
30,30-49,3689,Standard,Regular,16,0,34,48189.2096,48189.21,2,0,17,17,2,0.00020129,9.7,1990.53,117.09
30,30-49,3689,Standard,Regular,18,60,34,41628.5342,41628.53,2,0,19,19,2,0.001652713,68.8,2076.51,109.29
30,30-49,3690,Impulsive,Fanatic,20,80,31,44322.0456,44322.05,,0,20,20,,0.001895219,84,1750.6,87.53
30,30-49,3690,Standard,Regular,12,20,31,27280.48,27280.48,2,0,12,12,2,0.000865087,23.6,1264.44,105.37
40,30-49,3691,Standard,Fanatic,24,30,41,38794.247,38794.25,2,0,25,25,2,0.000979527,38,2972.25,118.89
20,18-29,3693,Standard,Fanatic,20,20,29,34470.1722,34470.17,2,0,20,20,2,0.000617926,21.3,2266.4,113.32
30,30-49,3693,Standard,Regular,14,50,36,48274.8301,48274.83,2,0,14,14,2,0.001133096,54.7,1484,106
30,30-49,3693,Standard,Regular,14,40,36,45248.8512,45248.85,2,0,15,15,2,0.00101218,45.8,1717.35,114.49
30,30-49,3695,Standard,Fanatic,26,10,31,67707.5686,67707.57,2,0,26,26,2,0.000159509,10.8,2852.98,109.73
40,30-49,3696,Impulsive,Occasional,4,90,42,51430.7274,51430.73,,0,5,5,,0.001901587,97.8,655.1,131.02
50,50-64,3696,Standard,Occasional,8,30,50,36795.7204,36795.72,2,0,8,8,2,0.000981092,36.1,831.68,103.96
20,18-29,3700,Standard,Regular,10,40,24,73075.7025,73075.7,2,0,10,10,2,0.000592536,43.3,1036.6,103.66
30,30-49,3702,Impulsive,Occasional,8,80,33,47316.8004,47316.8,,0,9,9,,0.001777381,84.1,767.61,85.29
30,30-49,3703,Standard,Regular,16,10,34,56625.0699,56625.07,2,0,17,17,2,0.000333774,18.9,1558.22,91.66
30,30-49,3705,Impulsive,Fanatic,22,90,37,32190.4228,32190.42,,0,23,23,,0.002935656,94.5,2604.98,113.26
30,30-49,3706,Standard,Occasional,2,0,34,46245.9236,46245.92,2,0,2,2,2,0.000131904,6.1,214.74,107.37
40,30-49,3707,Standard,Fanatic,24,60,45,38260.0284,38260.03,2,0,25,25,2,0.001806062,69.1,2839,113.56
20,18-29,3708,Standard,Fanatic,20,10,24,46585.6732,46585.67,2,0,21,21,2,0.000358479,16.7,1678.53,79.93
20,18-29,3708,Standard,Occasional,0,50,22,52278.4776,52278.48,2,0,1,1,2,0.000985109,51.5,91.74,91.74
20,18-29,3708,Impulsive,Occasional,4,80,29,41088.7871,41088.79,,0,5,5,,0.002127101,87.4,496,99.2
20,18-29,3708,Standard,Occasional,6,0,22,57798.8818,57798.88,2,0,7,7,2,3.46E-05,2,991.55,141.65
30,30-49,3708,Platinum,Occasional,0,70,36,87598.2484,87598.25,,1,1,1,,0.000812802,71.2,103.31,103.31
40,30-49,3709,Standard,Fanatic,20,30,45,65423.7825,65423.78,2,0,21,21,2,0.000478419,31.3,2010.96,95.76
40,30-49,3709,Standard,Regular,14,30,43,69008.8486,69008.85,2,0,15,15,2,0.000485445,33.5,1594.2,106.28
30,30-49,3710,Impulsive,Occasional,8,80,31,52277.7713,52277.77,,0,8,8,,0.001708183,89.3,815.44,101.93
20,18-29,3711,Platinum,Occasional,2,70,27,70646.2535,70646.25,,1,3,3,,0.001020578,72.1,269.61,89.87
30,30-49,3711,Platinum,Fanatic,20,70,37,70721.8456,70721.85,,1,21,21,,0.001039283,73.5,2153.76,102.56
30,30-49,3711,Platinum,Occasional,2,70,39,76549.4131,76549.41,,1,2,2,,0.000918361,70.3,212.4,106.2
30,30-49,3711,Standard,Regular,10,0,38,65772.2444,65772.24,2,0,10,10,2,6.99E-05,4.6,979.2,97.92
40,30-49,3711,Impulsive,Occasional,4,80,42,51913.2729,51913.27,,0,5,5,,0.001670093,86.7,642.55,128.51
40,30-49,3711,Standard,Regular,12,60,45,56509.9228,56509.92,2,0,12,12,2,0.001127236,63.7,891.24,74.27
20,18-29,3712,Standard,Occasional,4,60,22,25983.2392,25983.24,2,0,5,5,2,0.002416943,62.8,543.25,108.65
30,30-49,3713,Standard,Occasional,4,30,32,37068.5443,37068.54,2,0,4,4,2,0.000828195,30.7,415.36,103.84
30,30-49,3713,Impulsive,Occasional,0,90,31,34883.1342,34883.13,,0,1,1,,0.002863848,99.9,109.57,109.57
40,30-49,3716,Standard,Regular,12,40,44,34878.342,34878.34,2,0,13,13,2,0.001155445,40.3,1276.34,98.18
40,30-49,3717,Standard,Fanatic,26,0,47,61436.532,61436.53,2,0,27,27,2,9.12E-05,5.6,2291.76,84.88
20,18-29,3719,Standard,Occasional,6,0,25,58998.1313,58998.13,2,0,6,6,2,9.49E-05,5.6,509.28,84.88
30,30-49,3719,Standard,Regular,16,60,37,21896.7572,21896.76,2,0,16,16,2,0.002963909,64.9,1403.04,87.69
20,18-29,3720,Standard,Regular,10,30,28,66729.712,66729.71,2,0,11,11,2,0.000578453,38.6,1106.6,100.6
40,30-49,3720,Standard,Occasional,4,20,41,37185.7403,37185.74,2,0,4,4,2,0.000787936,29.3,295.4,73.85
30,30-49,3721,Potential,Occasional,0,30,34,81974.6029,81974.6,,0,0,0,,0.000485516,39.8,0,105.75
40,30-49,3721,Impulsive,Occasional,2,90,45,41217.5831,41217.58,,0,3,3,,0.002319398,95.6,355.74,118.58
30,30-49,3722,Impulsive,Fanatic,26,80,34,53167.8952,53167.9,,0,27,27,,0.001602471,85.2,2664.63,98.69
40,30-49,3722,Impulsive,Occasional,0,90,40,40422.4328,40422.43,,0,0,0,,0.002327915,94.1,0,91.2
50,50-64,3722,Impulsive,Fanatic,26,80,51,49150.5529,49150.55,,0,27,27,,0.001672413,82.2,2898.45,107.35
40,30-49,3723,Impulsive,Regular,18,80,42,45985.7639,45985.76,,0,19,19,,0.001750542,80.5,2372.72,124.88
60,50-64,3723,Standard,Occasional,8,20,60,55582.9256,55582.93,2,0,9,9,2,0.000505551,28.1,970.11,107.79
40,30-49,3725,Standard,Regular,16,20,49,43786.4447,43786.44,2,0,16,16,2,0.0006349,27.8,1797.44,112.34
30,30-49,3728,Standard,Occasional,8,20,36,43318.097,43318.1,2,0,9,9,2,0.000507871,22,867.6,96.4
40,30-49,3729,Standard,Regular,10,0,40,56494.3837,56494.38,2,0,10,10,2,0.000116826,6.6,986.9,98.69
20,18-29,3731,Impulsive,Fanatic,28,80,25,44355.0744,44355.07,,0,28,28,,0.001970462,87.4,2777.6,99.2
40,30-49,3731,Standard,Regular,16,10,43,39787.3257,39787.33,2,0,17,17,2,0.000475026,18.9,1558.22,91.66
40,30-49,3731,Standard,Regular,18,20,40,65850.0083,65850.01,2,0,19,19,2,0.000426727,28.1,2048.01,107.79
30,30-49,3732,Potential,Occasional,4,10,34,74968.7997,74968.8,,0,4,4,,0.000212088,15.9,341.2,85.3
40,30-49,3733,Impulsive,Fanatic,22,80,44,62238.5973,62238.6,,0,23,23,,0.00131751,82,2423.51,105.37
30,30-49,3734,Standard,Occasional,4,20,33,43611.8694,43611.87,2,0,5,5,2,0.000658078,28.7,552.75,110.55
40,30-49,3734,Standard,Regular,10,30,45,38854.0416,38854.04,2,0,10,10,2,0.000859627,33.4,706.8,70.68
20,18-29,3735,Standard,Occasional,8,20,22,30706.5787,30706.58,2,0,9,9,2,0.000820671,25.2,870.39,96.71
30,30-49,3735,Standard,Regular,18,60,34,78731.8191,78731.82,2,0,18,18,2,0.000802725,63.2,1631.34,90.63
50,50-64,3735,Standard,Fanatic,24,0,54,66810.6357,66810.64,2,0,24,24,2,4.94E-05,3.3,1957.92,81.58
40,30-49,3736,Standard,Regular,18,10,43,39085.1217,39085.12,2,0,18,18,2,0.00048356,18.9,1649.88,91.66
20,18-29,3738,Standard,Regular,16,20,29,25675.6302,25675.63,2,0,16,16,2,0.000880212,22.6,1916,119.75
30,30-49,3738,Standard,Occasional,8,70,33,48331.3968,48331.4,2,0,9,9,2,0.001599374,77.3,846.54,94.06
40,30-49,3738,Standard,Occasional,6,50,40,59854.3701,59854.37,2,0,6,6,2,0.000987397,59.1,664.68,110.78
20,18-29,3739,Potential,Occasional,2,0,26,74994.1887,74994.19,,0,3,3,,2.67E-05,2,424.95,141.65
30,30-49,3739,Standard,Fanatic,24,30,39,44150.4244,44150.42,2,0,25,25,2,0.000788214,34.8,2521,100.84
30,30-49,3739,Standard,Fanatic,20,30,39,40535.57,40535.57,2,0,21,21,2,0.000974453,39.5,2268,108
30,30-49,3740,Standard,Fanatic,22,40,30,45343.2499,45343.25,2,0,22,22,2,0.001082851,49.1,2192.3,99.65
20,18-29,3741,Impulsive,Regular,18,80,25,59144.4091,59144.41,,0,19,19,,0.001388128,82.1,2292.54,120.66
40,30-49,3743,Standard,Fanatic,22,10,41,64170.477,64170.48,2,0,22,22,2,0.000285178,18.3,1918.18,87.19
40,30-49,3744,Standard,Fanatic,26,20,46,28744.629,28744.63,2,0,26,26,2,0.000873207,25.1,2814.5,108.25
50,50-64,3744,Impulsive,Occasional,2,90,57,65238.2126,65238.21,,0,3,3,,0.001430143,93.3,237.3,79.1
30,30-49,3745,Impulsive,Fanatic,28,90,35,62960.4111,62960.41,,0,29,29,,0.00142947,90,2234.45,77.05
30,30-49,3745,Standard,Regular,16,0,35,58292.087,58292.09,2,0,16,16,2,3.43E-05,2,2266.4,141.65
50,50-64,3745,Standard,Fanatic,20,0,52,29820.374,29820.37,2,0,20,20,2,0.000120723,3.6,2161.6,108.08
30,30-49,3747,Platinum,Regular,12,80,33,74251.0305,74251.03,,1,13,13,,0.001150152,85.4,1699.62,130.74
30,30-49,3747,Impulsive,Occasional,8,90,37,66287.2531,66287.25,,0,9,9,,0.001360744,90.2,846.63,94.07
40,30-49,3749,Impulsive,Fanatic,24,90,43,68138.2583,68138.26,,0,24,24,,0.001463201,99.7,3230.64,134.61
20,18-29,3750,Standard,Fanatic,20,60,22,24309.5563,24309.56,2,0,20,20,2,0.002591573,63,2352.4,117.62
30,30-49,3752,Standard,Fanatic,22,50,34,38633.9013,38633.9,2,0,23,23,2,0.001356322,52.4,2288.27,99.49
20,18-29,3756,Standard,Regular,16,20,23,36160.3945,36160.39,2,0,17,17,2,0.000622228,22.5,1662.94,97.82
20,18-29,3757,Platinum,Fanatic,24,80,27,80194.1507,80194.15,,1,24,24,,0.001107313,88.8,2839.2,118.3
40,30-49,3757,Impulsive,Occasional,8,80,41,61580.1311,61580.13,,0,8,8,,0.001316983,81.1,660.88,82.61
